image,text
../../datasets/FIDStyles/style3/Two zebras standing on a snow covered small slope..jpg,Two zebras standing on a snow covered small slope.
"../../datasets/FIDStyles/style3/Living room with couch, recliner and coffee table.jpg","Living room with couch, recliner and coffee table"
../../datasets/FIDStyles/style3/A flock of birds flying over a tall mountain..jpg,A flock of birds flying over a tall mountain.
../../datasets/FIDStyles/style3/Large vase sitting next to two soup bowls a coffee cup and a tea cup..jpg,Large vase sitting next to two soup bowls a coffee cup and a tea cup.
../../datasets/FIDStyles/style3/A zebra stands alone behind a wire fence..jpg,A zebra stands alone behind a wire fence.
../../datasets/FIDStyles/style3/Small child holds woman's hands in a bus station terminal..jpg,Small child holds woman's hands in a bus station terminal.
../../datasets/FIDStyles/style3/An Air France jet on a runway in an airport..jpg,An Air France jet on a runway in an airport.
../../datasets/FIDStyles/style3/A dog and a cat that are in the living room..jpg,A dog and a cat that are in the living room.
../../datasets/FIDStyles/style3/a large white bus is at a bus stop.jpg,a large white bus is at a bus stop
../../datasets/FIDStyles/style3/A living room filled with furniture next to large windows..jpg,A living room filled with furniture next to large windows.
../../datasets/FIDStyles/style3/Three women and two men are boarding a train..jpg,Three women and two men are boarding a train.
../../datasets/FIDStyles/style3/Cars driving near a traffic light at night..jpg,Cars driving near a traffic light at night.
../../datasets/FIDStyles/style3/A passenger train arrives on the center track in a station..jpg,A passenger train arrives on the center track in a station.
../../datasets/FIDStyles/style3/Two plates on a counter with broccoli and potatoes on them..jpg,Two plates on a counter with broccoli and potatoes on them.
../../datasets/FIDStyles/style3/a number of people riding skis on a snowy surface.jpg,a number of people riding skis on a snowy surface
../../datasets/FIDStyles/style3/A yellow train traveling towards a train station..jpg,A yellow train traveling towards a train station.
../../datasets/FIDStyles/style3/A group of of street signs point in various directions..jpg,A group of of street signs point in various directions.
../../datasets/FIDStyles/style3/a baseball player who has just finished swinging at a ball while the catcher holds up his mitt to catch.jpg,a baseball player who has just finished swinging at a ball while the catcher holds up his mitt to catch
../../datasets/FIDStyles/style3/Two zebra under a umbrella beside some giraffe and birds..jpg,Two zebra under a umbrella beside some giraffe and birds.
../../datasets/FIDStyles/style3/A group of guys on a sandy beach..jpg,A group of guys on a sandy beach.
../../datasets/FIDStyles/style3/cups and saucers filled with soups and vegetables on a table.jpg,cups and saucers filled with soups and vegetables on a table
../../datasets/FIDStyles/style3/A couple of motor scooters parked next to a van..jpg,A couple of motor scooters parked next to a van.
../../datasets/FIDStyles/style3/A plate of cooked broccoli in a brown sauce..jpg,A plate of cooked broccoli in a brown sauce.
../../datasets/FIDStyles/style3/A group of guys that are standing in the grass..jpg,A group of guys that are standing in the grass.
../../datasets/FIDStyles/style3/A herd of elephants crossing a path with a tree in the background..jpg,A herd of elephants crossing a path with a tree in the background.
../../datasets/FIDStyles/style3/Food is on a plate complete with a fork..jpg,Food is on a plate complete with a fork.
../../datasets/FIDStyles/style3/A black cat sitting on a chair staring at a wine bottle..jpg,A black cat sitting on a chair staring at a wine bottle.
../../datasets/FIDStyles/style3/A young man holding a basketball on top of a court..jpg,A young man holding a basketball on top of a court.
../../datasets/FIDStyles/style3/An open laptop and cell phone sitting on a small table..jpg,An open laptop and cell phone sitting on a small table.
../../datasets/FIDStyles/style3/A harbor of colorful boats with covers on them..jpg,A harbor of colorful boats with covers on them.
../../datasets/FIDStyles/style3/a red fridge sitting in the corner of a room.jpg,a red fridge sitting in the corner of a room
../../datasets/FIDStyles/style3/All of the people are sitting in the room together..jpg,All of the people are sitting in the room together.
../../datasets/FIDStyles/style3/A man is separated from his skateboard as he performs a stunt..jpg,A man is separated from his skateboard as he performs a stunt.
../../datasets/FIDStyles/style3/A man is leading two horses out in the woods..jpg,A man is leading two horses out in the woods.
../../datasets/FIDStyles/style3/This is a close-up of someone's feet while skateboarding..jpg,This is a close-up of someone's feet while skateboarding.
../../datasets/FIDStyles/style3/A clock tower with a brick design and a sun dial..jpg,A clock tower with a brick design and a sun dial.
../../datasets/FIDStyles/style3/A boy swings his baseball bat while standing on a baseball field..jpg,A boy swings his baseball bat while standing on a baseball field.
../../datasets/FIDStyles/style3/Two skiers ride down a gentle slope while its snowing..jpg,Two skiers ride down a gentle slope while its snowing.
../../datasets/FIDStyles/style3/A man swinging a tennis racquet on a tennis court..jpg,A man swinging a tennis racquet on a tennis court.
../../datasets/FIDStyles/style3/A small red jet plane flying in the air..jpg,A small red jet plane flying in the air.
../../datasets/FIDStyles/style3/A man surfing rides a large wave and tries to balance himself..jpg,A man surfing rides a large wave and tries to balance himself.
../../datasets/FIDStyles/style3/A large amount of kites are flying in the air..jpg,A large amount of kites are flying in the air.
../../datasets/FIDStyles/style3/A man on a surfboard is dipping into a wave..jpg,A man on a surfboard is dipping into a wave.
../../datasets/FIDStyles/style3/A freshly made gourmet pizza with basil leaves.jpg,A freshly made gourmet pizza with basil leaves
../../datasets/FIDStyles/style3/A man on skis stands in the snow at the water's edge..jpg,A man on skis stands in the snow at the water's edge.
../../datasets/FIDStyles/style3/A group of men sitting on a snow slope while attached to snowboard..jpg,A group of men sitting on a snow slope while attached to snowboard.
../../datasets/FIDStyles/style3/some buildings a truck a person and some trees on a hill.jpg,some buildings a truck a person and some trees on a hill
../../datasets/FIDStyles/style3/A group of people standing around in a kitchen.jpg,A group of people standing around in a kitchen
../../datasets/FIDStyles/style3/A basket filled with items on top of a table..jpg,A basket filled with items on top of a table.
../../datasets/FIDStyles/style3/A kite that is in the sky over some people..jpg,A kite that is in the sky over some people.
../../datasets/FIDStyles/style3/A giraffe in a field that is feeding on something on the ground..jpg,A giraffe in a field that is feeding on something on the ground.
../../datasets/FIDStyles/style3/The small dog is sleeping on the desk next to the computer..jpg,The small dog is sleeping on the desk next to the computer.
../../datasets/FIDStyles/style3/Two bicycles are next to the wall with a cat..jpg,Two bicycles are next to the wall with a cat.
../../datasets/FIDStyles/style3/A sheep looking through the slats of a wired fence..jpg,A sheep looking through the slats of a wired fence.
../../datasets/FIDStyles/style3/a person standing next to a motorcycle parked.jpg,a person standing next to a motorcycle parked
../../datasets/FIDStyles/style3/A man on the beach with his surfboard..jpg,A man on the beach with his surfboard.
../../datasets/FIDStyles/style3/A group of people riding on the back of horses..jpg,A group of people riding on the back of horses.
../../datasets/FIDStyles/style3/People surfing in the sea.Few are on the beach with their surf boards..jpg,People surfing in the sea.Few are on the beach with their surf boards.
../../datasets/FIDStyles/style3/A tennis player leans into her stroke on the court.jpg,A tennis player leans into her stroke on the court
../../datasets/FIDStyles/style3/A large long bus on a city street..jpg,A large long bus on a city street.
../../datasets/FIDStyles/style3/This looks like a plane used in our nations' defense for squadrons.jpg,This looks like a plane used in our nations' defense for squadrons
../../datasets/FIDStyles/style3/A vase with pink and white flowers on a table.jpg,A vase with pink and white flowers on a table
../../datasets/FIDStyles/style3/A man cuts vegetables in his kitchen with his dog nearby..jpg,A man cuts vegetables in his kitchen with his dog nearby.
../../datasets/FIDStyles/style3/A man and woman pause for a picture in an outdoor produce market..jpg,A man and woman pause for a picture in an outdoor produce market.
../../datasets/FIDStyles/style3/A bathroom with a sink underneath a large vanity mirror..jpg,A bathroom with a sink underneath a large vanity mirror.
../../datasets/FIDStyles/style3/A woman swinging a tennis racquet at a ball on a court..jpg,A woman swinging a tennis racquet at a ball on a court.
../../datasets/FIDStyles/style3/A man riding up a ramp with a skateboard on..jpg,A man riding up a ramp with a skateboard on.
