image,text
../../datasets/FIDStyles/style0/A woman sitting in a row of chairs with a laptop and a bag.jpg,A woman sitting in a row of chairs with a laptop and a bag
../../datasets/FIDStyles/style0/A woman standing on the street pulling on her headphone cable..jpg,A woman standing on the street pulling on her headphone cable.
../../datasets/FIDStyles/style0/A group of four  zebras standing in a field..jpg,A group of four  zebras standing in a field.
../../datasets/FIDStyles/style0/A tennis player playing on turk preparing for match.jpg,A tennis player playing on turk preparing for match
../../datasets/FIDStyles/style0/There is someone standing in water holding a board..jpg,There is someone standing in water holding a board.
../../datasets/FIDStyles/style0/A man leaning over while fixing a toilet..jpg,A man leaning over while fixing a toilet.
../../datasets/FIDStyles/style0/A umbrella that is on top of a table..jpg,A umbrella that is on top of a table.
../../datasets/FIDStyles/style0/A group of little girls sitting in the back of a car..jpg,A group of little girls sitting in the back of a car.
../../datasets/FIDStyles/style0/The two baseball players are wearing green jersies during a game..jpg,The two baseball players are wearing green jersies during a game.
../../datasets/FIDStyles/style0/A man leaning while jet skiing on the water..jpg,A man leaning while jet skiing on the water.
../../datasets/FIDStyles/style0/A woman and a dog that is eating from a plate..jpg,A woman and a dog that is eating from a plate.
../../datasets/FIDStyles/style0/A family sitting together on the beach.jpg,A family sitting together on the beach
../../datasets/FIDStyles/style0/A laptop computer sitting next to a computer monitor..jpg,A laptop computer sitting next to a computer monitor.
../../datasets/FIDStyles/style0/A large submarine sandwich sitting on top of a white plate next to a salad..jpg,A large submarine sandwich sitting on top of a white plate next to a salad.
../../datasets/FIDStyles/style0/An elderly man riding a bicycle while holding an umbrella.jpg,An elderly man riding a bicycle while holding an umbrella
../../datasets/FIDStyles/style0/Panorama of a field with cows next to a dirt road.jpg,Panorama of a field with cows next to a dirt road
../../datasets/FIDStyles/style0/A man is trying to pick up speed on his skateboard..jpg,A man is trying to pick up speed on his skateboard.
../../datasets/FIDStyles/style0/A refrigerator door opened with only a cooking pot in it..jpg,A refrigerator door opened with only a cooking pot in it.
../../datasets/FIDStyles/style0/A woman cooking on the grill stands next to a woman setting her plate down and a man looking at his cellphone..jpg,A woman cooking on the grill stands next to a woman setting her plate down and a man looking at his cellphone.
../../datasets/FIDStyles/style0/A woman looking through a refrigerator with the door open..jpg,A woman looking through a refrigerator with the door open.
../../datasets/FIDStyles/style0/A city filled with traffic next to a tall building..jpg,A city filled with traffic next to a tall building.
../../datasets/FIDStyles/style0/One lamb lies on the ground while another stands nearby..jpg,One lamb lies on the ground while another stands nearby.
../../datasets/FIDStyles/style0/People ordering from food trucks under a concrete canopy.jpg,People ordering from food trucks under a concrete canopy
../../datasets/FIDStyles/style0/a close up of a sliced pizza on a pan.jpg,a close up of a sliced pizza on a pan
../../datasets/FIDStyles/style0/A older black and white photo of bikers and a large building ..jpg,A older black and white photo of bikers and a large building .
../../datasets/FIDStyles/style0/Three people walking down a snowy road with skis..jpg,Three people walking down a snowy road with skis.
../../datasets/FIDStyles/style0/Two pony's standing by the side of a road feeding on grass..jpg,Two pony's standing by the side of a road feeding on grass.
../../datasets/FIDStyles/style0/A view ofa  bar from behind the actual bar..jpg,A view ofa  bar from behind the actual bar.
../../datasets/FIDStyles/style0/A large white sink with two faucets and one faucet is running water..jpg,A large white sink with two faucets and one faucet is running water.
../../datasets/FIDStyles/style0/The boys are intensely playing their soccer game..jpg,The boys are intensely playing their soccer game.
../../datasets/FIDStyles/style0/there is a very tall tower that has a clock at the top.jpg,there is a very tall tower that has a clock at the top
../../datasets/FIDStyles/style0/A black dog has a toy carrot in it's paws..jpg,A black dog has a toy carrot in it's paws.
../../datasets/FIDStyles/style0/a propeller plane sits parked on a cement top.jpg,a propeller plane sits parked on a cement top
../../datasets/FIDStyles/style0/A monastery like building sits high in a blue sky..jpg,A monastery like building sits high in a blue sky.
../../datasets/FIDStyles/style0/A sandwich cut in half on a plate with a pickle.jpg,A sandwich cut in half on a plate with a pickle
../../datasets/FIDStyles/style0/Two women ride on horseback stop while their horses graze in a grassy mountain meadow..jpg,Two women ride on horseback stop while their horses graze in a grassy mountain meadow.
../../datasets/FIDStyles/style0/A woman sitting in a chair using her cell phone..jpg,A woman sitting in a chair using her cell phone.
../../datasets/FIDStyles/style0/A man riding a surfboard in the ocean on water..jpg,A man riding a surfboard in the ocean on water.
../../datasets/FIDStyles/style0/A clock on the top of the building..jpg,A clock on the top of the building.
../../datasets/FIDStyles/style0/An emaciated cow in the back of a truck..jpg,An emaciated cow in the back of a truck.
../../datasets/FIDStyles/style0/A road sign is pictured near a tall pole and wires..jpg,A road sign is pictured near a tall pole and wires.
../../datasets/FIDStyles/style0/A man riding a motorcycle in the street in front of a business..jpg,A man riding a motorcycle in the street in front of a business.
../../datasets/FIDStyles/style0/Two matching bathroom sinks with matching towels and glasses..jpg,Two matching bathroom sinks with matching towels and glasses.
../../datasets/FIDStyles/style0/Woman posing for the camera in front of a microwave..jpg,Woman posing for the camera in front of a microwave.
../../datasets/FIDStyles/style0/a dog outside playing with a ball in the grass.jpg,a dog outside playing with a ball in the grass
../../datasets/FIDStyles/style0/Workers serve meals to the people waiting in line.jpg,Workers serve meals to the people waiting in line
../../datasets/FIDStyles/style0/A plate has a pile of hot dogs on it near some chips..jpg,A plate has a pile of hot dogs on it near some chips.
../../datasets/FIDStyles/style0/A living room with simple black wooden furniture with black-and-white striped upholstery..jpg,A living room with simple black wooden furniture with black-and-white striped upholstery.
../../datasets/FIDStyles/style0/A man holding  two odd looking ski poles..jpg,A man holding  two odd looking ski poles.
../../datasets/FIDStyles/style0/A tall tower features lots of windows and a clock..jpg,A tall tower features lots of windows and a clock.
../../datasets/FIDStyles/style0/A plane sitting parked behind a fence and near grass..jpg,A plane sitting parked behind a fence and near grass.
../../datasets/FIDStyles/style0/A white and brown dog laying on top of a grass covered ground..jpg,A white and brown dog laying on top of a grass covered ground.
../../datasets/FIDStyles/style0/There are two trains that are abut to pass each other on the tracks.jpg,There are two trains that are abut to pass each other on the tracks
../../datasets/FIDStyles/style0/Three slices of pepperoni pizza on a plate and a bottle of Arizona tea..jpg,Three slices of pepperoni pizza on a plate and a bottle of Arizona tea.
../../datasets/FIDStyles/style0/a bunch of bears that are in cases.jpg,a bunch of bears that are in cases
../../datasets/FIDStyles/style0/A young man in a suit holds a corsage..jpg,A young man in a suit holds a corsage.
../../datasets/FIDStyles/style0/a man on a surfboard riding a wave in the ocean.jpg,a man on a surfboard riding a wave in the ocean
"../../datasets/FIDStyles/style0/A meter of some kind from 1965 with a faded, pinkish color sits in a yard..jpg","A meter of some kind from 1965 with a faded, pinkish color sits in a yard."
../../datasets/FIDStyles/style0/A stuffed bear that is sitting on a brick wall..jpg,A stuffed bear that is sitting on a brick wall.
../../datasets/FIDStyles/style0/A cloudy sky over a city street.jpg,A cloudy sky over a city street
../../datasets/FIDStyles/style0/a man chews on some food while looking out into the woods.jpg,a man chews on some food while looking out into the woods
../../datasets/FIDStyles/style0/A sandwich sits on the plate with a fork.jpg,A sandwich sits on the plate with a fork
../../datasets/FIDStyles/style0/A girl in blue is playing a tennis game.jpg,A girl in blue is playing a tennis game
../../datasets/FIDStyles/style0/a mother and baby giraffe together at a zoo.jpg,a mother and baby giraffe together at a zoo
../../datasets/FIDStyles/style0/A fire hydrant decorated with letters and numbers placed on top of a pipe..jpg,A fire hydrant decorated with letters and numbers placed on top of a pipe.
../../datasets/FIDStyles/style0/A snowboarder leans into the snow with their board..jpg,A snowboarder leans into the snow with their board.
"../../datasets/FIDStyles/style0/Vegetarian pizzas, one with fresh mozzarella and one with fresh oregano..jpg","Vegetarian pizzas, one with fresh mozzarella and one with fresh oregano."
../../datasets/FIDStyles/style0/a large group of people stand near a street.jpg,a large group of people stand near a street
